order,asn_description,count,name,industry
68501,"BFC-SY3, GB",1
68502,"HIDHO, US",1
68503,"JACKSONVILLE, US",1
68504,"XKEY, US",1
68505,"IEL-AS-US-01, US",1
68506,"NEWLIME-AS, RU",1
68507,"CREDENS-AS, UA",1
68508,"NETHUK2, GB",1
68509,"DIGITALSIGN, PT",1
68510,"ARTCLUB-AS, MD",1
68511,"DONTV-PRIM-AS, MD",1
68512,"ASLINERBEL, BY",1
68513,"LORD-AS, RU",1
68514,"VELTRADE-AS, RU",1
68515,"SYNOVATE_COMCON-AS, RU",1
68516,"STRADING-AS, RU",1
68517,"DLINK-AS, RU",1
68518,"AVIALESOOKHRANA-AS, RU",1
68519,"AZOVSTAL-AS, UA",1
68520,"SIX-AS, DE",1
68521,"SEGON-AS, ES",1
68522,"SBERLEASING, RU",1
68523,"CANPACK-AS, RU",1
68524,"HUBARA, ES",1
68525,"INFOTEHSTROY-LTD, RU",1
68526,"VERIFONE-EMEA-UKT, FR",1
68527,"UCNS-AS, GB",1
68528,"WSSE-RZESZOW-AS, PL",1
68529,"ASN-PL-PESA, PL",1
68530,"JZO-AS, PL",1
68531,"Redfiber Telecomunicacoes Ltda., BR",1
68532,"Celulose Nipo-Brasileira S.A - CENIBRA, BR",1
68533,"ITRIX INTELIGENCIA E INTERNET, BR",1
68534,"Vista TI LTDA ME, BR",1
68535,"COOPERATIVA DE PROVISION DE SERVICIOS TELEFONICOS, AGUAS CORRIENTES Y OTROS SERVICIOS PUBLICOS LIMITADA DE GOBERNADOR CASTRO, AR",1
68536,"Wavemax Internet, BR",1
68537,"IBA-AS, BE",1
68538,"GVB, CH",1
68539,"NET-KOMP, PL",1
68540,"DegaHosting Informatica Ltda - ME, BR",1
68541,"Garbin Center Informatica Ltda Me, BR",1
68542,"FIBERLINK TELECOM LTDA, BR",1
68543,"SB INTERNET, BR",1
68544,"LL TELECOMUNICACOES EIRELI, BR",1
68545,"STONE NET LTDA, BR",1
68546,"Ultranet Ipava Telecom Ltda, BR",1
68547,"E. A. GOMES SERVICOS DE COMUNICACAO, BR",1
68548,"CARNAUBANET LTDA, BR",1
68549,"You Telecom Provedor de Internet Ltda, BR",1
68550,"Ch Informatica Ltda, BR",1
68551,"NEXTALL TELECOMUNICACOES EMPREENDIMENTOS LTDA, BR",1
68552,"Edenor S.A., AR",1
68553,"BLUEIT TECNOLOGIA LTDA, BR",1
68554,"STC-AS, RU",1
68555,"INVESTMENT LL CONTACT CENTER S.A DE CV, HN",1
68556,"SHOPINVEST-ASN, FR",1
68557,"INTERNETHELLAS-ASN, GR",1
68558,"HILLSIDE-NEW-MEDIA-AS-AP Hillside Australia New Media Pty Ltd, AU",1
68559,"OZYUNI, TR",1
68560,"PROMONOTES, PL",1
68561,"EVILINK-AS, RU",1
68562,"RADIO-WROCLAW-AS, PL",1
68563,"ICTZ-NL-ASN, NL",1
68564,"SATIS-SVYAZ-AS, RU",1
68565,"NOICOM, IT",1
68566,"ION-AS, RU",1
68567,"BANCO MERCANTIL DO BRASIL SA, BR",1
68568,"Lupo SA, BR",1
68569,"ABN TURBONET, BR",1
68570,"MIH-PAYU-AS, NL",1
68571,"RSS SOCIEDADE CIVIL LTDA, BR",1
68572,"Explora Telecom, BR",1
68573,"NORTENET TELECOMUNICACOES DO BRASIL LTDA - EPP, BR",1
68574,"SulDigital Internet Ltda ME, BR",1
68575,"WRENET TELECOMUNICACOES, BR",1
68576,"QUALITI INTERNET, BR",1
68577,"I7TELECOM INTERNET RIO PRETO EIRELI, BR",1
68578,"Empr.Tec.Inform.Comun. Mun.SP-PRODAM-SP SA, BR",1
68579,"Prefeitura Municipal de Bauru, BR",1
68580,"Unimed Nordeste RS, Soc. Coop. de Serv. Med.ltda., BR",1
68581,"GSMNET TELECOMUNICACOES E INSTALACAO ELETRICA LTDA, BR",1
68582,"Anderson Marcos Coelho e Cia Ltda - ME, BR",1
68583,"LARSA, IQ",1
68584,"TRIBUNAL REGIONAL DO TRABALHO 12 REGIAO, BR",1
68585,"ATHORIO, DE",1
68586,"SCC, NL",1
68587,"DOYLE-AS, GB",1
68588,"TDDT-AS, RU",1
68589,"ASSATELLIT, UA",1
68590,"IR-SUMS, IR",1
68591,"ZIOSTING, FR",1
68592,"GEVURA-AS, RU",1
68593,"OEIFUA-AS, UA",1
68594,"ASLANNET, UA",1
68595,"PS-BZU-AS BZU Autonomous System, PS",1
68596,"ESTYA-AS, ES",1
68597,"Ceramica Urussanga SA, BR",1
68598,"IDT Brasil Telecomunicacoes Ltda., BR",1
68599,"L2K Informatica LTDA, BR",1
68600,"claudio jose lara -me, BR",1
68601,"Link Monitoramento, BR",1
68602,"PABLO P BORTOLINI ME, BR",1
68603,"Safeweb Seguranca da Informacao Ltda, BR",1
68604,"THOMSON REUTERS BRASIL CONTEUDO E TECNOLOGIA LTDA, BR",1
68605,"TRX NET SERVICOS DE COMUNICACAO MULTIMIDIA EIRELI, BR",1
68606,"LIBnet Comunicacao Interativa Ltda, BR",1
68607,"APEC - ASSOCIACAO PARANAENSE DE ENSINO E CULTURA, BR",1
68608,"eCentry Tecnologia da Informacao Ltda, BR",1
68609,"Mineracao Curimbaba Ltda., BR",1
68610,"S. C. Terres e Cia Ltda, BR",1
68611,"PLUGBR TELECOMUNICACOES LTDA, BR",1
68612,"ASSEMBLEIA LEGISLATIVA DE MINAS GERAIS, BR",1
68613,"NEXNET FIBRA, BR",1
68614,"Mirae Asset Wealth Management Brazil C.C.T.V.M, BR",1
68615,"Pox Network Telecomunicacoes Ltda-ME, BR",1
68616,"Econnect Telecom, BR",1
68617,"LAR NET TELECOMUNICACOES LTDA, BR",1
68618,"POWERNET TELECOMUNICACOES, BR",1
68619,"OPTIMUS NETWORK EIRELI - ME, BR",1
68620,"GNS - Global Network Solutions Tec., BR",1
68621,"Cooper Card Instituicao de Pagamento Ltda, BR",1
68622,"GETCARD PROVEDORA DE TRANSACOES ELETRONICAS LTDA, BR",1
68623,"VAMOSNET TELECOMUNICACOES LTDA, BR",1
68624,"Praia Net Servicos LTDA, BR",1
68625,"C3 Desenvolvimento de Sistemas Computacionais, BR",1
68626,"Confederacao Nacional das Cooperativas do Sicoob, BR",1
68627,"SCARSDALE-SCHOOLS, US",1
68628,"DOMINA NET TELECOM, BR",1
68629,"RETIS - REDES, TI E SEGURANCA LTDA - ME, BR",1
68630,"SANOMA-AS-NL, FI",1
68631,"SAHAL-TELECOM, SO",1
68632,"COWS, CD",1
68633,"E4A-AS, GB",1
68634,"LORDHOSTING, FR",1
68635,"ZAHA, GB",1
68636,"EMCF-AS, NL",1
68637,"ANTDC, BE",1
68638,"UNICOM-JSNT-IDC UNICOM JiangSu NanTong IDC network, CN",1
68639," ANSBB-ASNNET-2, US",1
68640,"INTELMO-AS, ES",1
68641,"CTS, FR",1
68642,"RESERVED-IPADMIN, US",1
68643,"AS_POWERVPP, RO",1
68644,"CICORELLA, IT",1
68645,"LEADERPICI-AS, BG",1
68646,"BG-ZEROBAIT, BG",1
68647,"BG-FIBERX, BG",1
68648,"ECU-AS, US",1
68649,"TNET-CO-LTD 10F., No.78, Sec. 2, Chongxin Rd., Sanchong Dist., TW",1
68650,"AS_BBT, DE",1
68651,"RBK, DE",1
68652,"GPC route server, US",1
68653,"NSH-MGN-AS, FR",1
68654,"VOIPING-US, ES",1
68655,"GRX BRASIL TELECOM LTDA, BR",1
68656,"ONITO-AS, PL",1
68657,"RODLANDSKY-AS, ES",1
68658,"INTERNET PERU CABLE SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - INPECABLE S.R.L., PE",1
68659,"ASN-AZERICARD, AZ",1
68660,"  DNIC-AS-00273, US",1
68661,"L-PORT, PL",1
68662,"CONERIS, SI",1
68663,"BRIGHAM-YOUNG-UNIVERSITY-IDAHO, US",1
68664,"WRHARPER, US",1
68665," FR-TELECOM-MANAGEMENT-SUDPARIS Telecom & Management Sud Paris, EU",1
68666,"CNIX China Internet Exchange, CN",1
68667,"INTER-TEAM, PL",1
68668,"GMO-DNS GMO Internet,Inc, JP",1
68669,"INGDIRECT-AS-AU ING Direct, AU",1
68670,"CITYFIBRE, GB",1
68671,"LOHIKA-AS2, UA",1
68672,"DCV, IT",1
68673,"WICHITA-STATE-U, US",1
68674,"BOF-AS, FI",1
68675,"Univ-Health-Science, GH",1
68676,"CANLITH-NET-01, CA",1
68677,"Cardif do Brasil Vida e Previdencia SA, BR",1
68678,"PF-UK-BNPPARIBAS-SA, FR",1
68679,"CHDE, PL",1
68680,"PL-SPEEDMAX-AS, PL",1
68681,"PL-PADMA-AS, PL",1
68682,"PL-POG-NET-AS, PL",1
68683,"CITYNET-AT-2-AS, AT",1
68684,"GDIT-CSRA-01, US",1
68685,"  DNIC-AS-00672, US",1
68686,"STARWOOD-IRVINE-CA, US",1
68687,"TRIMBLE-AS-AP Trimble Planning Solutions Pty Ltd, AU",1
68688,"NEXGEN, GB",1
68689,"SAMSUNG SDS LATIN AMERICA TECNOLOGIA E LOGISTICA, BR",1
68690,"PROFI_CONSTRUCT_, MD",1
68691,"CITY-OF-COVINGTON-GA, US",1
68692,"ZENIT-AS, UA",1
68693,"FORSAGE-GROUP-AS, UA",1
68694,"VIBORS-AS, RU",1
68695,"ZUMTOBEL-AS Corporate Datacenter Austria, AT",1
68696,"ACTIVE-ASN-2013, US",1
68697," SPEELTUIN-AS SURFnet, NL",1
68698,"ALBERSCHWEITZER-AS, NL",1
68699,"ARHIDES, SI",1
68700,"GRIDPNPI Petersburg Institute of Nuclear Physics of B.P. Konstantinov, RU",1
68701,"HRCAC-1, US",1
68702,"DG-ASN1, US",1
68703,"USP-AS-AP The University of the South Pacific, FJ",1
68704,"ELAUWIT-CONNECTION, US",1
68705,"VNWT-AS, AT",1
68706,"FNU-VERSAILLES, US",1
68707,"IDNIC-PIK-ID PT. Pusat Informasi Kredit, ID",1
68708,"BASF-CORP, US",1
68709,"JOSE RENATO COSTA DOS SANTOS DE NOVA SOURE - ME, BR",1
68710,"ARTEC TELECOMUNICACIONES LIMITADA, CL",1
68711,"CCORE-AS, GB",1
68712,"Duarte & Dias Eletroeletronicos Ltda ME, BR",1
68713,"RED PARAGUAYA DE TELECOMUNICACIONES SA, PY",1
68714,"HUINCA CABLE VISION S .A, AR",1
68715,"MEGALINK SOLUCOES EM INFORMATICA LTDA, BR",1
68716,"COOP. DE PROVISION DE ELECTRICIDAD, SERVICIOS, VIVIENDA Y CREDITO DE MAR DEL PLATA LTDA, AR",1
68717,"N. DE CARVALHO SANTANA EIRELI, BR",1
68718,"Pontificia Universidad Catolica de Chile, CL",1
68719,"SWISS-AS, CH",1
68720,"Centro de Investigacion en Matematicas, A.C., MX",1
68721,"MAXIM-7227, US",1
68722,"CELANESE-, US",1
68723,"PW-PLOCK, PL",1
68724,"EPICGA-DC3-AS, US",1
68725,"PELLA, US",1
68726,"WRRE-1, US",1
68727,"JRCH-AS, US",1
68728,"ROYAL-REALITY-CORP, US",1
68729,"ASBURY-UNIVERSITY-AS01, US",1
68730,"EQUITY-TRUST-COMPANY, US",1
68731,"ARCTERYX-NOC-DATACENTER, CA",1
68732,"ADS-AS1, US",1
68733,"MIRON-CONST-01, US",1
68734,"SP, IL",1
68735,"KB-ASN, MK",1
68736,"CYBERINTTECHNOLOGIES, IL",1
68737,"YAELSS, IL",1
68738," Polismyndigheten, SE",1
68739,"AS-LSTRAT-RTP, US",1
68740,"NCSC-, NL",1
68741,"WHE-ASN-01, US",1
68742,"BRIDGEWATER-COLLEGE, US",1
68743," LOYOLA-UNIV-CHICAGO, US",1
68744,"CARM CARM Autonomous System, ES",1
68745,"OPTEAM-IP, FR",1
68746,"DATASTORE, UA",1
68747,"PLAN-COM, IM",1
68748,"TORMAN Torun Regional Computer Network, PL",1
68749,"IEC-ELECTRONICS-01, US",1
68750,"DOUGHERTY-DCSS-1, US",1
68751,"PROFHOLOD, RU",1
68752,"NORTHERN-WIRELESS, US",1
68753,"Banco Avanz S.A., NI",1
68754,"DATALIG TELECOM, BR",1
68755,"lcclLINE CONECT, BR",1
68756,"NETBITS BRASIL, BR",1
68757,"D. S. da Costa, BR",1
68758,"FNETCOM TELECOMUNICACAO E INFORMATICA LTDA, BR",1
68759,"LINNK WEB SOLUCOES EM INTERNET LTDA - ME, BR",1
68760,"FUBOTV-NA-01, US",1
68761,"SWANN-MNT, GB",1
68762,"ASN-DPSD, US",1
68763," Uruguay, UY",1
68764,"Ministerio del Interior y de Seguridad Publica - Gobierno de Chile, CL",1
68765,"ASN-PDMT, NO",1
68766,"WESTCHESTERCOUNTY-NY, US",1
68767,"TEC-20, CA",1
68768,"RTCONN-LAS, US",1
68769,"PUREVOICE-AS-AP PUREVOICE voip provider, AU",1
68770,"ENERGYAUST-AS AUSGRID, AU",1
68771,"RGL-ASN-1, US",1
68772,"JAVITS, US",1
68773,"CARRIERX-CH-02, US",1
68774,"CAROLINA-AUTO-AUCTION, US",1
68775,"BDO-USA-LLP, US",1
68776,"SJMC-TCHD-3, US",1
68777,"SWNINET, US",1
68778,"AS-SANTA-MONICA-DIA, US",1
68779,"CIRHLD, US",1
68780,"LMKR-AS-01, US",1
68781,"ASL-691, US",1
68782,"ASCOTFL, US",1
68783,"FORSYTH-K12-GA-, US",1
68784,"CTON-CITY-SCHOOLS, US",1
68785,"FCS-AS-1, US",1
68786,"WLAN SISTEMAS LTDA ME, BR",1
68787,"EMPRESA DE SERVICIOS DAN SOLUTIONS S.R.L., BO",1
68788,"IQCLOUD S.A. DE C.V., MX",1
68789,"Agencia Nacional do Cinema, BR",1
68790,"NETSKY PROVEDOR DE INTERNET LTDA., BR",1
68791,"LCUB, US",1
68792,"STARKEY, US",1
68793,"BON-ASN-01, US",1
68794,"DAYNET-01, US",1
68795,"TGNA-WZDX, US",1
68796,"GWDCPW, US",1
68797,"TGNA-WTIC, US",1
68798,"TGNA-WOI, US",1
68799,"TGNA-WVEC, US",1
68800,"TGNA-KTVB, US",1
68801,"TGNA-KENS, US",1
68802,"TGNA-KXTV, US",1
68803,"TGNA-WKYC, US",1
68804,"TGNA-WTSP, US",1
68805,"GSC-GREENSBORONC, US",1
68806,"TGNA-KSDK, US",1
68807,"MCF-SOFTWARE, US",1
68808,"LC-SJC-393655, US",1
68809,"CAPECODCC, US",1
68810,"EIWIFI, US",1
68811,"ATC-INTERNET, US",1
68812,"EA-RO-BUC, GB",1
68813,"TOHMATSU-NET Deloitte Tohmatsu Corporate Solutions LLC, JP",1
68814,"VUMC, US",1
68815,"MKM-ASN, US",1
68816,"FB-ASN, US",1
68817,"PCO-AS, US",1
68818,"LIFETOUCH-INC, US",1
68819,"I9 Telecom, BR",1
68820,"UP LINK INTERNET BANDA LARGA, BR",1
68821,"WISP, CL",1
68822,"PayCorp-Group-AS, ZA",1
68823,"INFOR-AS-3, US",1
68824,"EA-SG-AP Electronic Arts, Singapore, US",1
68825,"EA-IE-GALWAY, GB",1
68826,"PCSD-NETWORK, US",1
68827,"EACANADA, CA",1
68828,"EA-ELECTRONIC-ARTS, US",1
68829,"EA-FR-LYON, GB",1
68830,"EA-UK-RUN, GB",1
68831,"Networking Company, LV",1
68832,"SALESLV-AS, LV",1
68833,"CREDITAGRICOLECHEUVREUX-AS, TR",1
68834,"HIPL-AS-AP Huawei IT Data Center in AP, SG",1
68835,"EPSILONDATA50, US",1
68836,"HARRIS-AS-01, US",1
68837,"Universidad Simon Bolivar, VE",1
68838,"TACE-MCC1320, CA",1
68839,"Bank J. Safra Sarasin AG, CH",1
68840,"COMPANHIA NACIONAL DE ABASTECIMENTO, BR",1
68841,"SUPRACANADA, CA",1
68842,"VERDUGO-FIRE-COMM-CENTER-1, US",1
68843,"OIS1, US",1
68844,"COFKM, US",1
68845,"LISD, US",1
68846,"AS_WISPEED, GB",1
68847,"QUANTACT, US",1
68848,"SOC-REDUNDANCY, US",1
68849,"BANKESKHATA, TJ",1
68850,"RRD-AS, PL",1
68851,"CPUC-AS-001, US",1
68852," GORDONCOLLEGE, US",1
68853,"REINACHBL, CH",1
68854," NET-CITY-SA, US",1
68855,"ADVISOR360-ASN, US",1
68856,"GMT Multimidia, BR",1
68857,"AS-CORESCI, US",1
68858,"GHC-ASN-01, US",1
68859,"IDISCOVER-LLC, US",1
68860,"Central de Restaurantes Aramark Ltda., CL",1
68861,"KNAOH, US",1
68862,"NRIM, US",1
68863,"STOWERS-RESOURCE-MANAGEMENT, US",1
68864,"JPMORGAN-TRANSIT-AS-JP-AP Transit AS Tokyo, US",1
68865," Parlamentsdirektion, AT",1
68866,"SMA-AS, SE",1
68867,"TOP COMUNICATIONS ESTEGIA C.A., VE",1
68868,"IAEA Vienna International Centre, Austria, AT",1
68869,"DATA CENTER LINNKE TELECOMUNICACOES LTDA - EPP, BR",1
68870,"TELEGA SOCIEDAD ANONIMA, AR",1
68871,"IDNIC-SWADAYA-AS-ID PT SWADAYA TEKNO SOLUSI, ID",1
68872,"SK-MCOM-AS, SK",1
68873,"DELUBAC, FR",1
68874,"SEPEHR, IR",1
68875,"AS-ORNG-FEH, DE",1
68876,"TRECONET-AS, FI",1
68877,"GULFINS, KW",1
68878,"OK-NET, CZ",1
68879,"EGEA-AS-01, IT",1
68880,"KP-REKLAMA-AS, UA",1
68881,"NMHH-PUB-AS, HU",1
68882,"IT-IFMGROUP-RM, IT",1
68883,"ASDU, PL",1
68884,"CABLEONE-AS, LB",1
68885,"SAFEO, FR",1
68886,"TMCELL-NET, TM",1
68887,"IBB, TR",1
68888,"GENEON, DE",1
68889,"LANCASHIRE_AS_RIPE, GB",1
68890,"EK401, DE",1
68891,"FAGERHULT, SE",1
68892,"ACTIVEHOST-LT-AS, RU",1
68893,"DBIT, DE",1
68894,"MATRIX-COMMUNICATIONS, IQ",1
68895,"BMLGROUP-NET, MT",1
68896,"WEBCOM_TLCSRL, IT",1
68897,"TX-AS, DE",1
68898,"SFM-POP, US",1
68899,"BREKOM-AS, DE",1
68900,"LIVESYSTEMS, CH",1
68901,"DNS2KZ-AS, KZ",1
68902,"A-GROUP, RU",1
68903,"BRIDGETEL-AS, RU",1
68904,"SEABONE-AS-AP Telecom Italia Sparkle Singapore Pte Ltd, SG",1
68905,"GE-IO-AS, GE",1
68906,"REQUISIS-AS requisis.com, DE",1
68907,"TRV, PL",1
68908,"ASN-MARGONET2, PL",1
68909,"ESTER peers, RU",1
68910,"AYTEMIZ, TR",1
68911,"BUNDESBANK, DE",1
68912,"DT, ES",1
68913,"PSA-BE-ASN1, BE",1
68914,"SPEEDTRANSFER-AS, PL",1
68915,"METRO-DE-MADRID-AS, ES",1
68916,"POGODNA-NET, PL",1
68917,"HSA-AS, IQ",1
68918,"ACBA-AS, AM",1
68919,"ASSABZ, IR",1
68920,"UGOPUBLISHING, RU",1
68921,"IPARK, RU",1
68922,"KBC-MESSEWIEN, AT",1
68923,"MAINLOOP-ANYCAST-AS, SE",1
68924,"MIZ, IR",1
68925,"BEARMETAL, EE",1
68926,"GSS, AT",1
68927,"ELSINORE-, DK",1
68928,"VIA-SMS, LV",1
68929,"WATERSHED, GB",1
68930,"TAMG, GB",1
68931,"CDK-GLOBAL-EU, GB",1
68932,"SM-AASS, SM",1
68933,"YF-AS, TR",1
68934,"ANAFRA-AS, CZ",1
68935,"PGNET, PL",1
68936,"WARKA, JO",1
68937,"IDEO, PL",1
68938,"PHOENIXWEB-AS, IT",1
68939,"NBRA-AS, RU",1
68940,"VOICESIMPLIFIED, GB",1
68941,"VK, RU",1
68942,"FI-PLANEETTA-ANYCAST, FI",1
68943,"DE-WIELAND, DE",1
68944,"WSPRSZCZECIN ul.Mazowiecka 14, PL",1
68945,"LINX, IE",1
68946,"OMANTRA-AS, OM",1
68947,"SPBREALTY-AS, RU",1
68948,"HGDATA, SK",1
68949,"ALSENET, CH",1
68950,"ATMEL, PL",1
68951,"COM-ON-AS, RU",1
68952,"BLACKICENETWORKS, PL",1
68953,"RIGHTEL-DC, IR",1
68954,"CENTRALNIC-ANYCAST-G, GB",1
68955,"VEELAN, RU",1
68956,"MEDIA-PLUS-LLC, RU",1
68957,"SKANETDAG-AS, RU",1
68958,"QUALCO-IL, GB",1
68959,"BIOSKSA, AE",1
68960,"LIOPEN-AS, FR",1
68961,"EURID ASN for EURid, BE",1
68962,"ICS, UA",1
68963,"ROLLERNETWORK-2, US",1
68964,"PACS, EE",1
68965,"MCCME-AS, RU",1
68966,"MEDSYSTEMS, LB",1
68967,"VNG-NAT64, NL",1
68968,"PL-PPNT-DC-AS, PL",1
68969,"VIAPLAY, SE",1
68970,"STERIPACK-AS, PL",1
68971,"WAVE-NET, CZ",1
68972,"MARKAVIP, AE",1
68973,"DVU-AS, NL",1
68974,"PL-AMICA, PL",1
68975,"BOOKCLUB-AS, UA",1
68976,"PERH, EE",1
68977,"ACC-ICT-PHC-B, NL",1
68978,"TAIVALKOSKI, FI",1
68979,"ACC-ICT-PHC-A, NL",1
68980,"RENTA4_AS, ES",1
68981,"VAPORVM, AE",1
68982,"DPWORLD, BE",1
68983,"XPO-TRANSPORT, FR",1
68984,"NETVOKTUN, IS",1
68985,"BALOISE-AS, BE",1
68986,"EKANET-AS, RU",1
68987,"MFC-AS, RU",1
68988,"CHEOPS, BE",1
68989,"ISP-KISS, UA",1
68990,"DATAHARBOUR-AS, RU",1
68991,"LOCAL-, CH",1
68992,"PL-JBG-2-AS, PL",1
68993,"PL-IR-TUR-AS, PL",1
68994,"ATLAS-NSK-AS, RU",1
68995,"TIER4, UA",1
68996,"TDAS, PL",1
68997,"FL-AN-AS, DK",1
68998,"PSOE-CEF_AS, ES",1
68999,"UNIVERSAL, US",1
69000,"INETKO, RU",1
69001,"NETM-AS IP Backbone of NETMOUNTAINS Group GmbH, DE",1
69002,"SPC, VA",1
69003,"ANTESIS, FR",1
69004,"AS_BBNW, SK",1
69005,"AKOMP-AS, PL",1
69006,"CUSTOS-AS, ES",1
69007,"EVRESIS, GR",1
69008,"XIRIA, GB",1
69009,"KOMMERSANT-AS, RU",1
69010,"LAGARDERE-AS, RO",1
69011,"DRINIA, AL",1
69012,"TECHNI_, DE",1
69013,"PROACTMCS, NL",1
69014,"UK_POINT72UKLIMITED, GB",1
69015,"KIREMACLOUD, NL",1
69016,"AGARIKUCHI-AS, GB",1
69017,"SARFTI-AS, RU",1
69018,"ANDAINA, ES",1
69019,"AMDOCS-UK-DC-AS, GB",1
69020,"OSMOZWARE, FR",1
69021,"DK-INFARE, DK",1
69022," KCOM-SPN Service-Provider Network ex-Mistral, GB",1
69023,"PRANET, CZ",1
69024,"COMITHOSTING, DK",1
69025,"TMIT-AS TM, IT",1
69026,"THIBAUD_PERRET, FR",1
69027,"TREBORADICENET-AS, CZ",1
69028,"MRORANGE, SE",1
69029,"OPTIMESYS, FI",1
69030,"SUDA, UA",1
69031,"MIDRANGE-FR-AS, FR",1
69032,"PL-FORTUNA-GAME-DC, CZ",1
69033,"RADEON-AS Sarmizegetusa 96, ap49, MD",1
69034,"CAMBRIDGE-CONSULTANTS, GB",1
69035,"ECCO-SGSA, DK",1
69036,"FUJITSU-SERVICEHUB-FRA, DE",1
69037,"NSCGLOBAL, GB",1
69038,"QUOPIAM, ES",1
69039,"MEDIASERVICE, DE",1
69040,"JAYGAH_COM, IR",1
69041,"WEISSBLAU-DE_SIM, DE",1
69042,"EURONET-AS, IT",1
69043,"RSIL, PT",1
69044,"CUBE2, EE",1
69045,"AS_MTVA, HU",1
69046,"ARGO, CA",1
69047,"WEZYRHOLIDAYS, PL",1
69048,"ASEEC1, RU",1
69049,"ICENET, TR",1
69050,"AYOUN, SA",1
69051,"UNILAN-AS, ES",1
69052,"ASD3M, GB",1
69053,"BENDERS, SE",1
69054,"PRIORBANK-, BY",1
69055,"OCCENTUS, ES",1
69056,"AS15645 DE Ukrainian Internet Exchange UA-IX, UA",1
69057,"TOSAN, IR",1
69058,"LU-DIDATA, LU",1
69059,"PCBG, GE",1
69060,"PILSFREE, CZ",1
69061,"ASN-BOGONS-HEAVY-NORTH, GB",1
69062,"IQOPTION-AMS, CY",1
69063,"VELDER-AS Patrick Velder, CH",1
69064,"TERABANK, TR",1
69065,"ROSOHRANA, RU",1
69066," VSHOSTING-CDN, CZ",1
69067,"SWF, NL",1
69068,"QUICKPORT, EE",1
69069,"UA-SIGMA-LVIV, UA",1
69070,"ANEXTOUR, RU",1
69071,"ASFIREWALL, IT",1
69072,"ABBAS-AS, ES",1
69073,"CLDIN-MCI, NL",1
69074,"PTP, IR",1
69075,"QRATOR-, CZ",1
69076,"ASCORIAWEB, ES",1
69077,"TRIOPTIMA, SE",1
69078,"RU-CITYNET-AS, RU",1
69079,"MET-AMSTERDAM, NL",1
69080,"TELELOCATION, SE",1
69081,"MFA, IL",1
69082,"PINKBEAR, ES",1
69083,"INETWORKS, FR",1
69084,"PL-MROCZANET, PL",1
69085,"PAYAKIANPARHAM, IR",1
69086,"GSACAPITAL-EU-AS, GB",1
69087,"MACRONET-CO, IR",1
69088,"FREEBIRD-ASN, TR",1
69089,"CNV-MTK-CORP, US",1
69090,"NET3, CZ",1
69091,"LINKED STORE BRASIL CRIACAO E DESENVOL DE SOFTWARE, BR",1
69092,"MOD-, ME",1
69093,"IMTECHUK, GB",1
69094,"NET-MAR, PL",1
69095,"ASBUDGETPHONE, NL",1
69096,"NORMBENZ, HU",1
69097,"ITRC, IR",1
69098,"SCIENCEGROUP-UK, GB",1
69099,"TDBSIGORTA, TR",1
69100,"VTS-ASN, IT",1
69101,"DATACONSULT, LB",1
69102,"HOPEWISER-MERLIN, GB",1
69103,"ETHIN-ISP, NL",1
69104,"MALTAT, RU",1
69105,"TJALDAFELL, IS",1
69106,"NOPROBLEMIT, GB",1
69107,"ASORGDS234, FR",1
69108,"INPLATLABS-AS, RU",1
69109," WIFAST, LB",1
69110,"SAYANCARD, IR",1
69111,"THERME-NORD-BUCURESTI-SRL, RO",1
69112,"ONEAGO, BE",1
69113,"NET-STYLE-DEVELOPMENT-LTD, IL",1
69114,"DPIT, NO",1
69115,"KRASSETI, RU",1
69116,"R4 Informatica Ltda, BR",1
69117,"Viaband Telecomunicacao Ltda, BR",1
69118,"T.V. SANV S A S ALPAVISION HD, CO",1
69119,"Tiago Coinaski - Me, BR",1
69120,"RAPIDEXNET LTDA, BR",1
69121,"INTERNET PLAY LTDA, BR",1
69122,"PLAY FIBRA SERVICOS DE INTERNET LTDA, BR",1
69123,"TICWAY SOLUCOES EM TECNOLOGIA LTDA, BR",1
69124,"KARCHER IND E COM LTDA, BR",1
69125,"Master Telecom, BR",1
69126,"PW FIBRA OPTICA, BR",1
69127,"Prefeitura Municipal de Londrina, BR",1
69128,"Brasilfone SA, BR",1
69129,"Global Distribuicao de Bens de Consumo Ltda, BR",1
69130,"MAX TELECOM PROVEDOR DE ACESSO A INTERNET LTDA, BR",1
69131,"UBYGIGA TELECOM LTDA, BR",1
69132,"VOOA Internet para Sempre, BR",1
69133,"Iron Mountain do Brasil LTDA, BR",1
69134,"Mexico Internet Exchange, S. de R. L. de C.V., MX",1
69135,"Cleber Augusto Gorlach, BR",1
69136,"turbo telecom provedor de acesso a internet LTDA, BR",1
69137,"VEZUVIAN-AS Strada Canta nr.22 Bloc 534, Scara A, RO",1
69138,"MRSK, RU",1
69139,"INTER-COM-AS, RU",1
69140,"INFOBYTE-AS, UA",1
69141,"ALPINE-NORTH-AS Alpine North Networks, NL",1
69142,"DEXUS, CZ",1
69143,"WSS SERVICOS DE COMUNICACAO LTDA, BR",1
69144,"FUNDACAO JOAO PAULO II, BR",1
69145,"HOME ON TELECOMUNICACOES LTDA, BR",1
69146,"Nexcorp Servicos e Telecomunicacoes Ltda, BR",1
69147,"AVANTI SOLUCOES EM TELECOM LTDA, BR",1
